Group ID,Group name,TLV value,Known TLV,TLV name,Function
3631,master agent configuration,7436704,✔,TlvTypeMasterAgentConfigurationUpdateRequestCompleted,
3631,master agent configuration,7436944,✔,TlvTypeMasterAgentConfiguration,
3631,master agent configuration,7437216,✔,TlvTypeMasterAgentConfigurationValue,
3631,master agent configuration,7437424,✔,TlvTypeMasterAgentConfigurationValueName,
3631,master agent configuration,7437568,✔,TlvTypeMasterAgentConfigurationValueData,
3631,master agent configuration,7437984,✔,TlvTypeMasterAgentConfigurationTransferDone,
3632,master agent,7438496,✔,TlvTypeMasterAgentRetrieveTargetFile,
3632,master agent,7438752,✔,TlvTypeMasterAgentRetrieveTargetFileAnswer,
3632,master agent,7438912,✔,TlvTypeMasterAgentAlarmEntryID,
3632,master agent,7439168,✔,TlvTypeMasterAgentAlarmEntryVersion,
3632,master agent,7439424,✔,TlvTypeMasterAgentAlarmTriggerFlags,
3632,master agent,7439776,✔,TlvTypeMasterAgentGetAlarmList,
3632,master agent,7440032,✔,TlvTypeMasterAgentAddAlarmEntry,
3632,master agent,7440288,✔,TlvTypeMasterAgentRemoveAlarmEntry,
3633,master agent,7440544,✔,TlvTypeMasterAgentAlarmEntry,
3633,master agent,7440800,✔,TlvTypeMasterAgentSystemStatus,
3633,master agent,7441056,✔,TlvTypeMasterAgentSystemStatusRequest,
3633,master agent,7441312,✔,TlvTypeMasterAgentSystemStatusReply,
3633,master agent,7441552,✔,TlvTypeMasterAgentLicenseValues,
3633,master agent,7441824,✔,TlvTypeMasterAgentLicenseValuesRequest,
3633,master agent,7442080,✔,TlvTypeMasterAgentLicenseValuesReply,
3634,master agent,7442592,✔,TlvTypeMasterAgentGetNetworkConfigurationRequest,
3634,master agent,7442848,✔,TlvTypeMasterAgentSetNetworkConfigurationRequest,
3634,master agent,7443104,✔,TlvTypeMasterAgentSetNetworkConfigurationReply,
3634,master agent,7443360,✔,TlvTypeMasterAgentRetrieveAllowedModulesList,
3634,master agent,7443616,✔,TlvTypeMasterAgentRetrieveAllowedModulesListAnswer,
3636,master agent,7446688,✔,TlvTypeMasterAgentRemoveAllTargetData,
3636,master agent,7446944,✔,TlvTypeMasterAgentForceDownloadRecordedData,
3636,master agent,7447200,✔,TlvTypeMasterAgentTargetCreateNotification,
3636,master agent,7447456,✔,TlvTypeMasterAgentMobileTargetInfoReply,
3636,master agent,7447696,✔,TlvTypeMasterAgentMobileTargetInfoValues,
3638,master agent alert,7450784,✔,TlvTypeMasterAgentAlert,
3640,master agent,7454880,✔,TlvTypeMasterAgentAddUser,
3640,master agent,7455392,✔,TlvTypeMasterAgentAddUserReply,
3640,master agent,7455648,✔,TlvTypeMasterAgentModifyUser,
3640,master agent,7455904,✔,TlvTypeMasterAgentSetUserPermission,
3640,master agent,7456160,✔,TlvTypeMasterAgentSetTargetPermission,
3640,master agent,7456400,✔,TlvTypeMasterAgentUserPermission,
3640,master agent,7456656,✔,TlvTypeMasterAgentTargetPermission,
3641,master agent,7456928,✔,TlvTypeMasterAgentUserPermissionValuePacket,
3641,master agent,7457184,✔,TlvTypeMasterAgentTargetPermissionValuePacket,
3641,master agent,7457344,✔,TlvTypeMasterAgentUserPermissionValueName,
3641,master agent,7457600,✔,TlvTypeMasterAgentTargetPermissionValueName,
3641,master agent,7457856,✔,TlvTypeMasterAgentUserPermissionValueData,
3641,master agent,7458112,✔,TlvTypeMasterAgentTargetPermissionValueData,
3641,master agent,7458464,✔,TlvTypeMasterAgentModifyPassword,
3641,master agent,7458656,✔,TlvTypeMasterAgentMobileTargetPermissionValueName,
3642,master agent,7458976,✔,TlvTypeMasterAgentUploadFile,
3642,master agent,7459232,✔,TlvTypeMasterAgentUploadFileChunk,
3642,master agent,7459488,✔,TlvTypeMasterAgentUploadFileDone,
3642,master agent,7459744,✔,TlvTypeMasterAgentUploadFilesTransferDone,
3642,master agent,7460000,✔,TlvTypeMasterAgentGetTargetModuleConfigRequest,
3642,master agent,7460256,✔,TlvTypeMasterAgentRemoveFile,
3642,master agent,7460512,✔,TlvTypeMasterAgentMobileProxyList,
3642,master agent,7460768,✔,TlvTypeMasterAgentSMSProxyList,
3643,master agent,7461024,✔,TlvTypeMasterAgentSMSProxyInfoReply,
3643,master agent,7461280,✔,TlvTypeMasterAgentCallPhoneNumberList,
3643,master agent,7461536,✔,TlvTypeMasterAgentCallPhoneNumberInfoReply,
3643,master agent,7461792,✔,TlvTypeMasterAgentGetMobileTargetModuleConfigRequest,
3643,master agent,7462048,✔,TlvTypeMasterAgentSendSMS,
3647,master agent,7469984,✔,TlvTypeMasterAgentEncryptionRequired,
3647,master agent,7470240,✔,TlvTypeMasterAgentFileCompleted,
3647,master agent,7470496,✔,TlvTypeMasterAgentRequestCompleted,
3647,master agent,7470752,✔,TlvTypeAgentMasterComm,
3647,master agent,7471008,✔,TlvTypeMasterAgentRequestStatus,
3648,master,7471424,✔,TlvTypeProxyMasterCommSig,
3648,master,7471520,✔,TlvTypeMasterTargetConn,
3648,master,7471776,✔,TlvTypeProxyMasterComm,
3648,master,7472032,✔,TlvTypeMasterProxyComm,
3648,master,7472288,✔,TlvTypeProxyMasterHeartBeatAnswer,
3648,master,7472544,✔,TlvTypeProxyMasterDisconnect,
3648,master,7472704,✔,TlvTypeProxyMasterNotification,
3648,master,7473056,✔,TlvTypeProxyMasterRequest,
3649,master,7473312,✔,TlvTypeMasterProxyCommNotification,
3649,master,7473568,✔,TlvTypeMasterCheckTargetDisconnect,
3680,target proxy,7536960,✔,TlvTypeProxyTargetCommSig,
3680,target proxy,7537312,✔,TlvTypeProxyTargetComm,
3680,target proxy,7537568,✔,TlvTypeProxyMasterTargetComm,
3680,target proxy,7537728,✔,TlvTypeProxyTargetRequestCrypto,
3680,target proxy,7538064,✔,TlvTypeProxyTargetAnswerCrypto,
3744,target,7668128,✔,TlvTypeMasterTargetComm,
3744,target,7668384,✔,TlvTypeTargetCloseAllLiveStreaming,
3776,relay,7733664,✔,TlvTypeRelayProxyComm,
3776,relay,7734176,✔,TlvTypeRelayDummyHeartbeat,
4032,test type meta,8257792,✔,TlvTypeTestMetaTypeInvalid,
4032,test type meta,8258608,✔,TlvTypeTestMetaTypeBool,
4032,test type meta,8258880,✔,TlvTypeTestMetaTypeUInt,
4032,test type meta,8259152,✔,TlvTypeTestMetaTypeInt,
4032,test type meta,8259440,✔,TlvTypeTestMetaTypeString,
4033,test,8259712,✔,TlvTypeTestMetaTypeUnicode,
4033,test,8259984,✔,TlvTypeTestMetaTypeRaw,
4033,test,8260256,✔,TlvTypeTestMetaTypeGroup,
4033,test,8260416,✔,TlvTypeTestMemberIdentifier,
4033,test,8260736,✔,TlvTypeTestMemberName,
4096,target,8389008,✔,TlvTypeTargetData,
4096,target,8389280,✔,TlvTypeTargetHeartBeat,
4096,target,8389680,✔,TlvTypeTargetKeepSessionAlive,
4096,target,8390000,✔,TlvTypeTargetLocalIP,
4096,target,8390256,✔,TlvTypeTargetGlobalIP,
4096,target,8390448,✔,TlvTypeTargetState,
4097,agent master,8390784,✔,TlvTypeTargetID,
4097,agent master,8391072,✔,TlvTypeGetInstalledModulesRequest,
4097,agent master,8391328,✔,TlvTypeInstalledModulesReply,
4097,agent master,8391488,✔,TlvTypeTrojanUID,
4097,agent master,8391808,✔,TlvTypeTrojanID,
4097,agent master,8392000,✔,TlvTypeTrojanMaxInfections,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4097,agent master,8392240,✔,TlvTypeScreenSaverOn,
4097,agent master,8392496,✔,TlvTypeScreenLocked,
4098,agent master,8392752,✔,TlvTypeRecordedDataAvailable,
4098,agent master,8393024,✔,TlvTypeDownloadedRecordedDataTimeStamp,
4098,agent master,8393280,✔,TlvTypeInstallationMode,
4098,agent master,8393552,✔,TlvTypeTargetRemoveNotification,
4098,agent master,8393792,✔,TlvTypeTargetPlatformBits,
4098,agent master,8394032,✔,TlvTypeRemoveItselfMaxInfectionReached,
4098,agent master,8394288,✔,TlvTypeRemoveItselfAtMasterRequest,
4098,agent master,8394544,✔,TlvTypeRemoveItselfAtAgentRequest,
4099,agent master,8394912,✔,TlvTypeRemoveItselfAtAgentReqRequest,
4099,agent master,8395072,✔,TlvTypeRecordedFilesDownloadTotal,
4099,agent master,8395328,✔,TlvTypeRecordedFilesDownloadProgress,
4099,agent master,8395632,✔,TlvTypeTargetLicenseInfo,
4099,agent master,8395840,✔,TlvTypeRemoveTargetLicenseInfo,
4099,agent master,8396176,✔,TlvTypeTargetAllConfigurations,
4100,target error,8396960,✔,TlvTypeTargetError,
4102,target config,8401056,✔,TlvTypeGetTargetConfigRequest,
4102,target config,8401312,✔,TlvTypeTargetConfigReply,
4102,target config,8401568,✔,TlvTypeSetTargetConfigRequest,
4102,target config,8402304,✔,TlvTypeConfigTargetID,
4102,target config,8402496,✔,TlvTypeConfigTargetHeartbeatInterval,
4102,target config,8402800,✔,TlvTypeConfigTargetProxy,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4103,agent master,8403008,✔,TlvTypeConfigTargetPort,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4103,agent master,8403584,✔,TlvTypeConfigAutoRemovalDateTime,
4103,agent master,8403776,✔,TlvTypeConfigAutoRemovalIfNoProxy,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4103,agent master,8404032,✔,TlvTypeInternalAutoRemovalElapsedTime,
4104,active hiding config,8405040,✔,TlvTypeConfigActiveHiding,
4106,target module,8409248,✔,TlvTypeTargetLoadModuleRequest,
4106,target module,8409504,✔,TlvTypeTargetLoadModuleReply,
4106,target module,8409760,✔,TlvTypeTargetUnLoadModuleRequest,
4106,target module,8410016,✔,TlvTypeTargetUnLoadModuleReply,
4106,target module,8410272,✔,TlvTypeTargetUploadModuleRequest,
4106,target module,8410528,✔,TlvTypeTargetUploadModuleReply,
4106,target module,8410784,✔,TlvTypeTargetUploadModuleChunk,
4106,target module,8411040,✔,TlvTypeTargetUploadModuleDoneRequest,
4107,target module,8411296,✔,TlvTypeTargetUploadModuleDoneReply,
4107,target module,8411552,✔,TlvTypeTargetRemoveModuleRequest,
4107,target module,8411808,✔,TlvTypeTargetRemoveModuleReply,
4107,target module,8412064,✔,TlvTypeTargetOfflineUploadModuleRequest,
4107,target module,8412320,✔,TlvTypeTargetOfflineUploadModuleReply,
4107,target module,8412576,✔,TlvTypeTargetOfflineUploadModuleChunk,
4107,target module,8412832,✔,TlvTypeTargetOfflineUploadModuleDoneRequest,
4107,target module,8413088,✔,TlvTypeTargetOfflineUploadModuleDoneReply,
4108,target error,8413344,✔,TlvTypeTargetOfflineError,
4108,target error,8413600,✔,TlvTypeTargetUploadError,
4109,files reply master list agent mc,8415392,✔,TlvTypeMasterAgentListMCFilesReply,
4110,target recorded,8417440,✔,TlvTypeTargetGetRecordedFilesRequest,
4110,target recorded,8417696,✔,TlvTypeTargetRecordedFilesReply,
4110,target recorded,8417952,✔,TlvTypeTargetRecordedFileDownloadRequest,
4110,target recorded,8418208,✔,TlvTypeTargetRecordedFileDownloadReply,
4110,target recorded,8418464,✔,TlvTypeTargetRecordedFileDownloadChunk,
4110,target recorded,8418720,✔,TlvTypeTargetRecordedFileDownloadCompleted,
4110,target recorded,8418976,✔,TlvTypeTargetRecordedFileDeleteRequest,
4110,target recorded,8419232,✔,TlvTypeTargetRecordedFileDeleteReply,
4111,target recorded ex,8419488,✔,TlvTypeTargetGetRecordedFilesRequestEx,
4111,target recorded ex,8419744,✔,TlvTypeTargetRecordedFilesReplyEx,
4111,target recorded ex,8420000,✔,TlvTypeTargetRecordedFileDeleteRequestEx,
4111,target recorded ex,8420256,✔,TlvTypeTargetRecordedFilesDownloadRequestEx,
4128,data,8454544,✔,TlvTypeProxyData,
4128,data,8454800,✔,TlvTypeRelayData,
4130,proxy,8458400,✔,TlvTypeProxyTargetDisconnect,
4130,proxy,8458656,✔,TlvTypeProxyMobileTargetDisconnect,
4130,proxy,8458912,✔,TlvTypeProxyDummyHeartbeat,
4130,proxy,8459168,✔,TlvTypeProxyMobileDummyHeartbeat,
4160,master,8520080,✔,TlvTypeMasterData,
4160,master,8520768,✔,TlvTypeMasterMode,
4160,master,8521024,✔,TlvTypeMasterToken,
4160,master,8521344,✔,TlvTypeMasterQueryResult,
4161,string master alarm,8522368,✔,TlvTypeMasterAlarmString,
4192,agent,8585616,✔,TlvTypeAgentData,
4192,agent,8585808,✔,TlvTypeAgentQueryID,
4192,agent,8586048,✔,TlvTypeAgentQueryModSubmodID,
4192,agent,8586304,✔,TlvTypeAgentQueryFromDate,
4192,agent,8586560,✔,TlvTypeAgentQueryToDate,
4192,agent,8586816,✔,TlvTypeAgentQuerySortOrder,
4192,agent,8587136,✔,TlvTypeAgentQueryValueFilter,
4193,uid agent,8587328,✔,TlvTypeAgentUID,
4224,mobile,8651152,✔,TlvTypeMobileTargetData,
4224,mobile,8651376,✔,TlvTypeMobileTargetHeartBeatV10,"Lorg/xmlpush/v3/o/g, Lorg/xmlpush/v3/o/g"
4224,mobile,8651632,✔,TlvTypeMobileTargetExtendedHeartBeatV10,"Lorg/xmlpush/v3/o/g, Lorg/xmlpush/v3/q/b"
4224,mobile,8651888,✔,TlvTypeMobileHeartBeatReplyV10,"Lorg/xmlpush/v3/o/h$b, Lorg/xmlpush/v3/o/l$2, L/org/xmlpush/v3/q/a, L/org/xmlpush/v3/q/c"
4225,installed reply modules mobile,8653472,✔,TlvTypeMobileInstalledModulesReply,
4225,installed reply modules mobile,8652912,×,unknown,Lorg/xmlpush/v3/o/l$2
4226,module upload mobile target,8655008,✔,TlvTypeMobileTargetOfflineUploadModuleRequest,L/org/xmlpush/v3/o/h
4226,module upload mobile target,8656032,✔,TlvTypeMobileTargetUploadModuleRequest,
4226,module upload mobile target,8656288,✔,TlvTypeMobileTargetUploadModuleReply,
4226,module upload mobile target,8656544,✔,TlvTypeMobileTargetUploadModuleChunk,
4226,module upload mobile target,8656800,✔,TlvTypeMobileTargetUploadModuleDoneRequest,
4227,target mobile,8657056,✔,TlvTypeMobileTargetUploadModuleDoneReply,
4227,target mobile,8657312,✔,TlvTypeMobileTargetRemoveModuleRequest,
4227,target mobile,8657568,✔,TlvTypeMobileTargetRemoveModuleReply,
4227,target mobile,8657824,✔,TlvTypeMobileTargetOfflineUploadModuleReply,Lorg/xmlpush/v3/o/j
4227,target mobile,8658080,✔,TlvTypeMobileTargetOfflineUploadModuleChunk,L/org/xmlpush/v3/o/h
4227,target mobile,8658336,✔,TlvTypeMobileTargetOfflineUploadModuleDoneRequest,L/org/xmlpush/v3/o/h
4227,target mobile,8658592,✔,TlvTypeMobileTargetOfflineUploadModuleDoneReply,Lorg/xmlpush/v3/o/j
4227,target mobile,8658848,✔,TlvTypeMobileTargetOfflineError,
4228,mobile target,8659104,✔,TlvTypeMobileTargetError,
4228,mobile target,8659360,✔,TlvTypeMobileTargetGetRecordedFilesRequest,L/org/xmlpush/v3/o/h
4228,mobile target,8659616,✔,TlvTypeMobileTargetRecordedFilesReply,Lorg/xmlpush/v3/o/d
4228,mobile target,8659872,✔,TlvTypeMobileTargetRecordedFileDownloadRequest,L/org/xmlpush/v3/o/h
4228,mobile target,8660128,✔,TlvTypeMobileTargetRecordedFileDownloadReply,Lorg/xmlpush/v3/o/d
4228,mobile target,8660384,✔,TlvTypeMobileTargetRecordedFileDownloadChunk,Lorg/xmlpush/v3/o/d
4228,mobile target,8660640,✔,TlvTypeMobileTargetRecordedFileDownloadCompleted,Lorg/xmlpush/v3/o/d
4228,mobile target,8660896,✔,TlvTypeMobileTargetRecordedFileDeleteRequest,L/org/xmlpush/v3/o/h
4229,target reply delete mobile recorded file,8661152,✔,TlvTypeMobileTargetRecordedFileDeleteReply,
4230,mobile config target,8663968,✔,TlvTypeMobileTargetOfflineConfig,Lorg/xmlpush/v3/q/c
4230,mobile config target,8664224,✔,TlvTypeMobileTargetEmergencyConfigAsTLV,
4230,mobile config target,8664432,✔,TlvTypeMobileTargetEmergencyConfig,"L/org/xmlpush/v3/q/a, L/org/xmlpush/v3/q/c"
4234,load module mobile target,8671392,✔,TlvTypeMobileTargetLoadModuleRequest,
4234,load module mobile target,8671648,✔,TlvTypeMobileTargetLoadModuleReply,
4234,load module mobile target,8671904,✔,TlvTypeMobileTargetUnLoadModuleRequest,
4234,load module mobile target,8672160,✔,TlvTypeMobileTargetUnLoadModuleReply,
4236,target error,8675472,✔,TlvTypeMobileTargetHeartbeatEvents,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4236,agent master files mc reply list,8675648,✔,TlvTypeMobileTargetHeartbeatInterval,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4236,recorded target,8675984,✔,TlvTypeMobileTargetHeartbeatRestrictions,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4236,recorded target,8676208,✔,TlvTypeConfigSMSPhoneNumber,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4236,recorded target,8676496,✔,TlvTypeMobileTargetPositioning,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c, L/org/xmlpush/v3/h/c"
4236,recorded target,8676672,✔,TlvTypeMobileTrojanUID,"Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/t/d, Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/i, Lorg/xmlpush/v3/o/i, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/n, Lorg/xmlpush/v3/a/a, Lorg/xmlpush/v3/q/c, Lorg/xmlpush/v3/f/a, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/d/a, Lorg/xmlpush/v3/h/c, Lorg/xmlpush/v3/i/a, L/org/xmlpush/v3/h/c"
4236,recorded target,8676976,✔,TlvTypeMobileTrojanID,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4236,recorded target,8677296,✔,TlvTypeMobileTargetLocationChangedRange,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4237,config,8677440,✔,TlvTypeConfigMobileAutoRemovalDateTime,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4237,config,8677808,✔,TlvTypeConfigOverwriteProxyAndPhones,
4237,config,8678000,✔,TlvTypeConfigCallPhoneNumber,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4238,ex recorded target,8679488,✔,TlvTypeLocationAreaCode,"Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/f/a, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/d/a, Lorg/xmlpush/v3/i/a"
4238,ex recorded target,8679744,✔,TlvTypeCellID,"Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/f/a, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/d/a, Lorg/xmlpush/v3/i/a"
4238,ex recorded target,8680048,✔,TlvTypeMobileCountryCode,"Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/f/a, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/d/a, Lorg/xmlpush/v3/i/a"
4238,data,8680304,✔,TlvTypeMobileNetworkCode,"Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/f/a, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/d/a, Lorg/xmlpush/v3/i/a"
4238,data,8680560,✔,TlvTypeIMSI,
4238,proxy,8680816,✔,TlvTypeIMEI,
4238,proxy,8681072,✔,TlvTypeGPSLatitude,
4238,proxy,8681328,✔,TlvTypeGPSLongitude,
4239,proxy,8681520,✔,TlvTypeFirstHeartbeat,
4239,master,8681872,✔,TlvTypeInstalledModules,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
4240,gps valid values,8683568,✔,TlvTypeValidGPSValues,
4288,mobile proxy comm target,8782176,✔,TlvTypeProxyMobileTargetCommSig,
4288,mobile proxy comm target,8782496,✔,TlvTypeProxyMobileTargetComm,
4288,mobile proxy comm target,8782752,✔,TlvTypeProxyMasterMobileTargetComm,
4384,master mobile,8978752,✔,TlvTypeMobileProxyMasterCommSig,
4384,master mobile,8978848,✔,TlvTypeMasterMobileTargetConn,
4384,master mobile,8979104,✔,TlvTypeMobileProxyMasterComm,
4384,master mobile,8979360,✔,TlvTypeMobileMasterProxyComm,
4384,master mobile,8979616,✔,TlvTypeProxyMasterMobileHeartBeatAnswer,"Lorg/xmlpush/v3/o/l$2, L/org/xmlpush/v3/o/h"
4384,master mobile,8979872,✔,TlvTypeMobileMasterProxyCommNotification,
8128,agent,16646544,✔,TlvTypePlaintext,
8128,agent uid,16646800,✔,TlvTypeCompression,
8128,mobile,16647056,✔,TlvTypeEncryption,"Lorg/xmlpush/v3/h/c, L/org/xmlpush/v3/h/c"
8128,mobile,16647232,✔,TlvTypeTargetUID,
8128,mobile,16647536,✔,TlvTypeIPAddress,"Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/i, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/n"
8128,mobile,16647808,✔,TlvTypeUserName,
8128,installed reply modules mobile,16648064,✔,TlvTypeComputerName,
8129,installed reply modules mobile,16648304,✔,TlvTypeLoginName,
8129,module upload mobile target,16648560,✔,TlvTypePassphrase,
8129,module upload mobile target,16648832,✔,TlvTypeRecordID,
8129,module upload mobile target,16649088,✔,TlvTypeOwner,
8129,module upload mobile target,16649344,✔,TlvTypeMetaData,
8129,module upload mobile target,16649536,✔,TlvTypeModuleID,"Lorg/xmlpush/v3/o/d, L/org/xmlpush/v3/o/h, L/org/xmlpush/v3/h/c, L/org/xmlpush/v3/h/c"
8129,mobile target,16649856,✔,TlvTypeOSName,
8129,mobile target,16650048,✔,TlvTypeModuleSubID,"Lorg/xmlpush/v3/o/d, L/org/xmlpush/v3/h/c, L/org/xmlpush/v3/h/c"
8130,mobile target,16650320,✔,TlvTypeErrorCode,
8130,mobile target,16650560,✔,TlvTypeOffset,
8130,mobile target,16650816,✔,TlvTypeLength,
8130,mobile target,16651088,✔,TlvTypeRequestID,"Lorg/xmlpush/v3/w, Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/j, Lorg/xmlpush/v3/o/j, Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/i, Lorg/xmlpush/v3/o/b, Lorg/xmlpush/v3/o/b, Lorg/xmlpush/v3/o/b, Lorg/xmlpush/v3/o/b, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/n, Lorg/xmlpush/v3/o/d, Lorg/xmlpush/v3/o/d, Lorg/xmlpush/v3/o/d, Lorg/xmlpush/v3/o/d, Lorg/xmlpush/v3/q/c, Lorg/xmlpush/v3/f/b, L/org/xmlpush/v3/o/h, L/org/xmlpush/v3/h/c, L/org/xmlpush/v3/h/c"
8130,mobile target,16651328,✔,TlvTypeRequestType,
8130,mobile target,16651584,✔,TlvTypeVersion,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c, L/org/xmlpush/v3/h/c"
8130,mobile target,16651840,✔,TlvTypeMachineID,
8130,mobile target,16652096,✔,TlvTypeMajorNumber,
8131,mobile target,16652352,✔,TlvTypeMinorNumber,
8131,mobile target,16652656,✔,TlvTypeGlobalIPAddress,
8131,mobile target,16652912,✔,TlvTypeASCII_Filename,
8131,mobile target,16653120,✔,TlvTypeFilesize,
8131,mobile target,16653392,✔,TlvTypeFilecount,
8131,mobile target,16653712,✔,TlvTypeFiledata,
8131,target reply recorded delete file mobile,16653968,✔,TlvTypeMD5Sum,
8131,mobile target config,16654144,✔,TlvTypeProxyPort,
8132,mobile target config,16654400,✔,TlvTypeStatus,
8132,mobile target config,16654656,✔,TlvTypeUserID,"Lorg/xmlpush/v3/q/c, L/org/xmlpush/v3/h/c"
8132,module load mobile target,16654912,✔,TlvTypeGroupID,
8132,module load mobile target,16655168,✔,TlvTypePermissions,
8132,module load mobile target,16655424,✔,TlvTypeRequestCode,
8132,module load mobile target,16655680,✔,TlvTypeDataSize,
8132,,16655936,✔,TlvTypeKeyType,
8132,,16656240,✔,TlvTypeEmail,
8133,,16656432,✔,TlvTypeEnabled,
8133,,16656688,✔,TlvTypeLicensed,
8133,,16656960,✔,TlvTypeAudioFrequency,"Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/n"
8133,,16657216,✔,TlvTypeAudioBitsPerSample,"Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/n"
8133,,16657472,✔,TlvTypeAudioChannels,"Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/n"
8133,,16657728,✔,TlvTypeStartTime,
8133,config,16657984,✔,TlvTypeStopTime,
8133,config,16658240,✔,TlvTypeBitMask,
8134,config,16658560,✔,TlvTypeTimeZone,"Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/n/m, Lorg/xmlpush/v3/t/d, Lorg/xmlpush/v3/o/k, Lorg/xmlpush/v3/o/a, Lorg/xmlpush/v3/o/i, Lorg/xmlpush/v3/o/b, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/o/n, Lorg/xmlpush/v3/a/a, Lorg/xmlpush/v3/f/a, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/d/a, Lorg/xmlpush/v3/i/a"
8134,,16658816,✔,TlvTypeDateTime,"Lorg/xmlpush/v3/t/d, Lorg/xmlpush/v3/o/e, Lorg/xmlpush/v3/f/b, Lorg/xmlpush/v3/f/b"
